technique_id,control_id,Technique Name,Control Name
T1127,SI-4,Trusted Developer Utilities Proxy Execution,System Monitoring
T1127.001,SI-4,MSBuild,System Monitoring
T1132,SI-4,Data Encoding,System Monitoring
T1132.001,SI-4,Standard Encoding,System Monitoring
T1132.002,SI-4,Non-Standard Encoding,System Monitoring
T1135,SI-4,Network Share Discovery,System Monitoring
T1136,SI-4,Create Account,System Monitoring
T1136.001,SI-4,Local Account,System Monitoring
T1136.002,SI-4,Domain Account,System Monitoring
T1136.003,SI-4,Cloud Account,System Monitoring
T1137,SI-4,Office Application Startup,System Monitoring
T1137.001,SI-4,Office Template Macros,System Monitoring
T1185,SI-4,Browser Session Hijacking,System Monitoring
T1187,SI-4,Forced Authentication,System Monitoring
T1204.001,SI-4,Malicious Link,System Monitoring
T1204.003,SI-4,Malicious Image,System Monitoring
T1213,SI-4,Data from Information Repositories,System Monitoring
T1213.001,SI-4,Confluence,System Monitoring
T1213.002,SI-4,Sharepoint,System Monitoring
T1218.001,SI-4,Compiled HTML File,System Monitoring
T1218.002,SI-4,Control Panel,System Monitoring
T1218.005,SI-4,Mshta,System Monitoring
T1220,SI-4,XSL Script Processing,System Monitoring
T1222.001,SI-4,Windows File and Directory Permissions Modification,System Monitoring
T1222.002,SI-4,Linux and Mac File and Directory Permissions Modification,System Monitoring
T1484,SI-4,Domain Policy Modification,System Monitoring
T1485,SI-4,Data Destruction,System Monitoring
T1489,SI-4,Service Stop,System Monitoring
T1505.002,SI-4,Transport Agent,System Monitoring
T1505.004,SI-4,IIS Components,System Monitoring
T1539,SI-4,Steal Web Session Cookie,System Monitoring
T1542.004,SI-4,ROMMONkit,System Monitoring
T1542.005,SI-4,TFTP Boot,System Monitoring
T1543.002,SI-4,Systemd Service,System Monitoring
T1546.004,SI-4,Unix Shell Configuration Modification,System Monitoring
T1546.008,SI-4,Accessibility Features,System Monitoring
T1546.013,SI-4,PowerShell Profile,System Monitoring
T1546.014,SI-4,Emond,System Monitoring
T1547.005,SI-4,Security Support Provider,System Monitoring
T1547.012,SI-4,Print Processors,System Monitoring
T1547.013,SI-4,XDG Autostart Entries,System Monitoring
T1548,SI-4,Abuse Elevation Control Mechanism,System Monitoring
T1548.004,SI-4,Elevated Execution with Prompt,System Monitoring
T1550.003,SI-4,Pass the Ticket,System Monitoring
T1552,SI-4,Unsecured Credentials,System Monitoring
T1552.001,SI-4,Credentials In Files,System Monitoring
T1552.002,SI-4,Credentials in Registry,System Monitoring
T1552.004,SI-4,Private Keys,System Monitoring
T1552.006,SI-4,Group Policy Preferences,System Monitoring
T1553,SI-4,Subvert Trust Controls,System Monitoring
T1553.003,SI-4,SIP and Trust Provider Hijacking,System Monitoring
T1553.004,SI-4,Install Root Certificate,System Monitoring
T1555,SI-4,Credentials from Password Stores,System Monitoring
T1555.005,SI-4,Password Managers,System Monitoring
T1556.001,SI-4,Domain Controller Authentication,System Monitoring
T1556.002,SI-4,Password Filter DLL,System Monitoring
T1556.003,SI-4,Pluggable Authentication Modules,System Monitoring
T1557.002,SI-4,ARP Cache Poisoning,System Monitoring
T1558.002,SI-4,Silver Ticket,System Monitoring
T1558.004,SI-4,AS-REP Roasting,System Monitoring
T1560,SI-4,Archive Collected Data,System Monitoring
T1561,SI-4,Disk Wipe,System Monitoring
T1561.001,SI-4,Disk Content Wipe,System Monitoring
T1561.002,SI-4,Disk Structure Wipe,System Monitoring
T1562.002,SI-4,Disable Windows Event Logging,System Monitoring
T1562.004,SI-4,Disable or Modify System Firewall,System Monitoring
T1563,SI-4,Remote Service Session Hijacking,System Monitoring
T1563.001,SI-4,SSH Hijacking,System Monitoring
T1563.002,SI-4,RDP Hijacking,System Monitoring
T1564.004,SI-4,NTFS File Attributes,System Monitoring
T1564.006,SI-4,Run Virtual Instance,System Monitoring
T1564.007,SI-4,VBA Stomping,System Monitoring
T1564.008,SI-4,Email Hiding Rules,System Monitoring
T1564.009,SI-4,Resource Forking,System Monitoring
T1566,SI-4,Phishing,System Monitoring
T1566.001,SI-4,Spearphishing Attachment,System Monitoring
T1566.003,SI-4,Spearphishing via Service,System Monitoring
T1568,SI-4,Dynamic Resolution,System Monitoring
T1569,SI-4,System Services,System Monitoring
T1569.002,SI-4,Service Execution,System Monitoring
T1571,SI-4,Non-Standard Port,System Monitoring
T1572,SI-4,Protocol Tunneling,System Monitoring
T1573,SI-4,Encrypted Channel,System Monitoring
T1573.001,SI-4,Symmetric Cryptography,System Monitoring
T1573.002,SI-4,Asymmetric Cryptography,System Monitoring
T1574.001,SI-4,DLL Search Order Hijacking,System Monitoring
T1574.004,SI-4,Dylib Hijacking,System Monitoring
T1574.005,SI-4,Executable Installer File Permissions Weakness,System Monitoring
T1574.008,SI-4,Path Interception by Search Order Hijacking,System Monitoring
T1574.009,SI-4,Path Interception by Unquoted Path,System Monitoring
T1574.010,SI-4,Services File Permissions Weakness,System Monitoring
T1578,SI-4,Modify Cloud Compute Infrastructure,System Monitoring
T1578.001,SI-4,Create Snapshot,System Monitoring
T1578.002,SI-4,Create Cloud Instance,System Monitoring
T1578.003,SI-4,Delete Cloud Instance,System Monitoring
T1598,SI-4,Phishing for Information,System Monitoring
T1598.001,SI-4,Spearphishing Service,System Monitoring
T1598.002,SI-4,Spearphishing Attachment,System Monitoring
T1599.001,SI-4,Network Address Translation Traversal,System Monitoring
T1601,SI-4,Modify System Image,System Monitoring
T1601.001,SI-4,Patch System Image,System Monitoring
T1601.002,SI-4,Downgrade System Image,System Monitoring
T1602,SI-4,Data from Configuration Repository,System Monitoring
T1602.001,SI-4,SNMP (MIB Dump),System Monitoring
T1612,SI-4,Build Image on Host,System Monitoring
T1613,SI-4,Container and Resource Discovery,System Monitoring
T1003.001,SI-4,LSASS Memory,System Monitoring
T1003.002,SI-4,Security Account Manager,System Monitoring
T1003.003,SI-4,NTDS,System Monitoring
T1005,SI-4,Data from Local System,System Monitoring
T1040,SI-4,Network Sniffing,System Monitoring
T1046,SI-4,Network Service Scanning,System Monitoring
T1055,SI-4,Process Injection,System Monitoring
T1055.001,SI-4,Dynamic-link Library Injection,System Monitoring
T1055.014,SI-4,VDSO Hijacking,System Monitoring
T1056.002,SI-4,GUI Input Capture,System Monitoring
T1068,SI-4,Exploitation for Privilege Escalation,System Monitoring
T1078,SI-4,Valid Accounts,System Monitoring
T1087.001,SI-4,Local Account,System Monitoring
T1087.002,SI-4,Domain Account,System Monitoring
T1091,SI-4,Replication Through Removable Media,System Monitoring
T1110.001,SI-4,Password Guessing,System Monitoring
T1110.002,SI-4,Password Cracking,System Monitoring
T1111,SI-4,Two-Factor Authentication Interception,System Monitoring
T1119,SI-4,Automated Collection,System Monitoring
T1133,SI-4,External Remote Services,System Monitoring
T1201,SI-4,Password Policy Discovery,System Monitoring
T1212,SI-4,Exploitation for Credential Access,System Monitoring
T1218,SI-4,Signed Binary Proxy Execution,System Monitoring
T1218.011,SI-4,Rundll32,System Monitoring
T1528,SI-4,Steal Application Access Token,System Monitoring
T1530,SI-4,Data from Cloud Storage Object,System Monitoring
T1548.001,SI-4,Setuid and Setgid,System Monitoring
T1555.001,SI-4,Keychain,System Monitoring
T1555.004,SI-4,Windows Credential Manager,System Monitoring
T1556,SI-4,Modify Authentication Process,System Monitoring
T1557,SI-4,Adversary-in-the-Middle,System Monitoring
T1557.001,SI-4,LLMNR/NBT-NS Poisoning and SMB Relay,System Monitoring
T1560.001,SI-4,Archive via Utility,System Monitoring
T1566.002,SI-4,Spearphishing Link,System Monitoring
T1598.003,SI-4,Spearphishing Link,System Monitoring
T1599,SI-4,Network Boundary Bridging,System Monitoring
T1611,SI-4,Escape to Host,System Monitoring
T1204,SI-4,User Execution,System Monitoring
T1204.002,SI-4,Malicious File,System Monitoring
T1557.003,SI-4,DHCP Spoofing,System Monitoring
T1027.007,SI-4,Dynamic API Resolution,Information System Monitoring
T1027.008,SI-4,Stripped Payloads,Information System Monitoring
T1027.009,SI-4,Embedded Payloads,Information System Monitoring
T1070.007,SI-4,Clear Network Connection History and Configurations,System Monitoring
T1070.008,SI-4,Clear Mailbox Data,Information System Monitoring
T1070.009,SI-4,Clear Persistence,System Monitoring
T1505.005,SI-4,Terminal Services DLL,Information System Monitoring
T1546.016,SI-4,Installer Packages,Information System Monitoring
T1559.003,SI-4,XPC Services,Information System Monitoring
T1564.010,SI-4,Process Argument Spoofing,Information System Monitoring
T1574.013,SI-4,KernelCallbackTable,Information System Monitoring
T1622,SI-4,Debugger Evasion,System Monitoring
T1647,SI-4,Plist File Modification,Information System Monitoring
T1648,SI-4,Serverless Execution,System Monitoring
T1205.002,SI-4,Socket Filters,Information System Monitoring
T1210,SI-5,Exploitation of Remote Services,"Security Alerts, Advisories, and Directives"
T1211,SI-5,Exploitation for Defense Evasion,"Security Alerts, Advisories, and Directives"
T1068,SI-5,Exploitation for Privilege Escalation,"Security Alerts, Advisories, and Directives"
T1212,SI-5,Exploitation for Credential Access,"Security Alerts, Advisories, and Directives"
T1020.001,SI-7,Traffic Duplication,"Software, Firmware, and Information Integrity"
T1027,SI-7,Obfuscated Files or Information,"Software, Firmware, and Information Integrity"
T1027.002,SI-7,Software Packing,"Software, Firmware, and Information Integrity"
T1037.002,SI-7,Logon Script (Mac),"Software, Firmware, and Information Integrity"
T1037.005,SI-7,Startup Items,"Software, Firmware, and Information Integrity"
T1047,SI-7,Windows Management Instrumentation,"Software, Firmware, and Information Integrity"
T1059,SI-7,Command and Scripting Interpreter,"Software, Firmware, and Information Integrity"
T1059.001,SI-7,PowerShell,"Software, Firmware, and Information Integrity"
T1059.002,SI-7,AppleScript,"Software, Firmware, and Information Integrity"
T1059.005,SI-7,Visual Basic,"Software, Firmware, and Information Integrity"
T1059.008,SI-7,Network Device CLI,"Software, Firmware, and Information Integrity"
T1070,SI-7,Indicator Removal on Host,"Software, Firmware, and Information Integrity"
T1070.001,SI-7,Clear Windows Event Logs,"Software, Firmware, and Information Integrity"
T1070.003,SI-7,Clear Command History,"Software, Firmware, and Information Integrity"
T1098.001,SI-7,Additional Cloud Credentials,"Software, Firmware, and Information Integrity"
T1098.002,SI-7,Exchange Email Delegate Permissions,"Software, Firmware, and Information Integrity"
T1098.003,SI-7,Add Office 365 Global Administrator Role,"Software, Firmware, and Information Integrity"
T1129,SI-7,Shared Modules,"Software, Firmware, and Information Integrity"
T1176,SI-7,Browser Extensions,"Software, Firmware, and Information Integrity"
T1189,SI-7,Drive-by Compromise,"Software, Firmware, and Information Integrity"
T1190,SI-7,Exploit Public-Facing Application,"Software, Firmware, and Information Integrity"
T1203,SI-7,Exploitation for Client Execution,"Software, Firmware, and Information Integrity"
T1210,SI-7,Exploitation of Remote Services,"Software, Firmware, and Information Integrity"
T1211,SI-7,Exploitation for Defense Evasion,"Software, Firmware, and Information Integrity"
T1216,SI-7,Signed Script Proxy Execution,"Software, Firmware, and Information Integrity"
T1216.001,SI-7,PubPrn,"Software, Firmware, and Information Integrity"
T1218.003,SI-7,CMSTP,"Software, Firmware, and Information Integrity"
T1218.004,SI-7,InstallUtil,"Software, Firmware, and Information Integrity"
T1218.008,SI-7,Odbcconf,"Software, Firmware, and Information Integrity"
T1218.009,SI-7,Regsvcs/Regasm,"Software, Firmware, and Information Integrity"
T1218.010,SI-7,Regsvr32,"Software, Firmware, and Information Integrity"
T1218.012,SI-7,Verclsid,"Software, Firmware, and Information Integrity"
T1218.013,SI-7,Mavinject,"Software, Firmware, and Information Integrity"
T1218.014,SI-7,MMC,"Software, Firmware, and Information Integrity"
T1219,SI-7,Remote Access Software,"Software, Firmware, and Information Integrity"
T1221,SI-7,Template Injection,"Software, Firmware, and Information Integrity"
T1222,SI-7,File and Directory Permissions Modification,"Software, Firmware, and Information Integrity"
T1486,SI-7,Data Encrypted for Impact,"Software, Firmware, and Information Integrity"
T1490,SI-7,Inhibit System Recovery,"Software, Firmware, and Information Integrity"
T1491,SI-7,Defacement,"Software, Firmware, and Information Integrity"
T1491.001,SI-7,Internal Defacement,"Software, Firmware, and Information Integrity"
T1491.002,SI-7,External Defacement,"Software, Firmware, and Information Integrity"
T1495,SI-7,Firmware Corruption,"Software, Firmware, and Information Integrity"
T1505,SI-7,Server Software Component,"Software, Firmware, and Information Integrity"
T1525,SI-7,Implant Internal Image,"Software, Firmware, and Information Integrity"
T1543,SI-7,Create or Modify System Process,"Software, Firmware, and Information Integrity"
T1546,SI-7,Event Triggered Execution,"Software, Firmware, and Information Integrity"
T1546.002,SI-7,Screensaver,"Software, Firmware, and Information Integrity"
T1546.006,SI-7,LC_LOAD_DYLIB Addition,"Software, Firmware, and Information Integrity"
T1547.002,SI-7,Authentication Package,"Software, Firmware, and Information Integrity"
T1547.003,SI-7,Time Providers,"Software, Firmware, and Information Integrity"
T1547.004,SI-7,Winlogon Helper DLL,"Software, Firmware, and Information Integrity"
T1547.006,SI-7,Kernel Modules and Extensions,"Software, Firmware, and Information Integrity"
T1547.008,SI-7,LSASS Driver,"Software, Firmware, and Information Integrity"
T1550.001,SI-7,Application Access Token,"Software, Firmware, and Information Integrity"
T1553.001,SI-7,Gatekeeper Bypass,"Software, Firmware, and Information Integrity"
T1553.005,SI-7,Mark-of-the-Web Bypass,"Software, Firmware, and Information Integrity"
T1556.004,SI-7,Network Device Authentication,"Software, Firmware, and Information Integrity"
T1558,SI-7,Steal or Forge Kerberos Tickets,"Software, Firmware, and Information Integrity"
T1558.003,SI-7,Kerberoasting,"Software, Firmware, and Information Integrity"
T1562,SI-7,Impair Defenses,"Software, Firmware, and Information Integrity"
T1562.001,SI-7,Disable or Modify Tools,"Software, Firmware, and Information Integrity"
T1562.006,SI-7,Indicator Blocking,"Software, Firmware, and Information Integrity"
T1565,SI-7,Data Manipulation,"Software, Firmware, and Information Integrity"
T1565.001,SI-7,Stored Data Manipulation,"Software, Firmware, and Information Integrity"
T1565.002,SI-7,Transmitted Data Manipulation,"Software, Firmware, and Information Integrity"
T1574,SI-7,Hijack Execution Flow,"Software, Firmware, and Information Integrity"
T1574.007,SI-7,Path Interception by PATH Environment Variable,"Software, Firmware, and Information Integrity"
T1602.002,SI-7,Network Device Configuration Dump,"Software, Firmware, and Information Integrity"
T1609,SI-7,Container Administration Command,"Software, Firmware, and Information Integrity"
T1003,SI-7,OS Credential Dumping,"Software, Firmware, and Information Integrity"
T1036,SI-7,Masquerading,"Software, Firmware, and Information Integrity"
T1036.001,SI-7,Invalid Code Signature,"Software, Firmware, and Information Integrity"
T1036.005,SI-7,Match Legitimate Name or Location,"Software, Firmware, and Information Integrity"
T1037,SI-7,Boot or Logon Initialization Scripts,"Software, Firmware, and Information Integrity"
T1037.003,SI-7,Network Logon Script,"Software, Firmware, and Information Integrity"
T1037.004,SI-7,RC Scripts,"Software, Firmware, and Information Integrity"
T1053.006,SI-7,Systemd Timers,"Software, Firmware, and Information Integrity"
T1059.003,SI-7,Windows Command Shell,"Software, Firmware, and Information Integrity"
T1059.004,SI-7,Unix Shell,"Software, Firmware, and Information Integrity"
T1059.006,SI-7,Python,"Software, Firmware, and Information Integrity"
T1059.007,SI-7,JavaScript,"Software, Firmware, and Information Integrity"
T1070.002,SI-7,Clear Linux or Mac System Logs,"Software, Firmware, and Information Integrity"
T1072,SI-7,Software Deployment Tools,"Software, Firmware, and Information Integrity"
T1080,SI-7,Taint Shared Content,"Software, Firmware, and Information Integrity"
T1114,SI-7,Email Collection,"Software, Firmware, and Information Integrity"
T1114.001,SI-7,Local Email Collection,"Software, Firmware, and Information Integrity"
T1114.002,SI-7,Remote Email Collection,"Software, Firmware, and Information Integrity"
T1114.003,SI-7,Email Forwarding Rule,"Software, Firmware, and Information Integrity"
T1127,SI-7,Trusted Developer Utilities Proxy Execution,"Software, Firmware, and Information Integrity"
T1136,SI-7,Create Account,"Software, Firmware, and Information Integrity"
T1136.001,SI-7,Local Account,"Software, Firmware, and Information Integrity"
T1136.002,SI-7,Domain Account,"Software, Firmware, and Information Integrity"
T1136.003,SI-7,Cloud Account,"Software, Firmware, and Information Integrity"
T1185,SI-7,Browser Session Hijacking,"Software, Firmware, and Information Integrity"
T1204.003,SI-7,Malicious Image,"Software, Firmware, and Information Integrity"
T1213,SI-7,Data from Information Repositories,"Software, Firmware, and Information Integrity"
T1213.001,SI-7,Confluence,"Software, Firmware, and Information Integrity"
